Brand,Slug,Tagline,Color Token,Hex,Color Notes,Typo Token,Font,Size px,Typo Notes
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,"Body text, primary content, readable dark",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,"Headings, high-contrast text, primary emphasis",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.display,Noto Sans Display,40.0,"Hero text, landing pages, major impact"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h1,Noto Sans Display,32.0,"Page titles, phase headers"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h2,Noto Sans Display,28.0,"Section headers, major divisions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h3,Noto Sans Display,22.0,"Subsection headers, lesson titles"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h4,Noto Sans Display,18.0,"Card titles, minor headings"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.body,Inter,16.0,"Standard content, instructions, descriptions"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.button,Inter,16.0,"Button labels, CTAs"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.body.small,Inter,14.0,"Secondary information, metadata"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.label,Inter,14.0,"Form labels, card categories, phase labels"
VSM School,vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
